Année scolaire;Code région;Code région Insee;Libellé région académique;Code académie;Libellé académie;Code département;Libellé département;Code commune Insee;Libellé commune;UAI;Nom de l'établissement;Secteur;IPS;Ecart type de l'IPS;IPS national privé;IPS national public;IPS national;IPS académique privé;IPS académique public;IPS académique;IPS départemental privé;IPS départemental public;IPS départemental;Latitude et longitude WGS84
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77445;SAVIGNY LE TEMPLE;0771960M;COLLEGE HENRI WALLON;public;98.7;31.4;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.60015890103012, 2.547751238244323
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77169;EMERAINVILLE;0772119K;COLLEGE VAN GOGH;public;115.3;35.6;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.80860789531528, 2.620758373375399
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77438;SAINT THIBAULT DES VIGNES;0772154Y;COLLEGE LEONARD DE VINCI;public;117.5;36.1;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.855019458069606, 2.6720728912435217
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77296;MOISSY CRAMAYEL;0772191N;COLLEGE LA BOETIE;public;106.4;30.8;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.630174833280144, 2.5933425139085493
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77373;PONTAULT COMBAULT;0772331R;COLLEGE MONTHETY;public;109.0;32.5;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.7778083289711, 2.603782490115943
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77437;SAINT SOUPPLETS;0772483F;COLLEGE NICOLAS TRONCHON;public;108.2;25.3;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;49.0399373196789, 2.811213701187311
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77330;NANTEUIL LES MEAUX;0772499Y;COLLEGE DE LA DHUIS;public;110.2;31.7;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.93029739420423, 2.882012991433109
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77431;SAINT PIERRE LES NEMOURS;0772574E;COLLEGE VASCO DE GAMA;public;105.9;31.6;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.27757727819785, 2.6737253041600884
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77508;VILLENEUVE LE COMTE;0772650M;COLLEGE PRIVE PERE JACQUES;privé sous contrat;122.6;29.7;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.81189084559049, 2.8299214220111697
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77268;MAGNY LE HONGRE;0772713F;COLLEGE JACQUELINE DE ROMILLY;public;130.9;33.6;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.86908794456624, 2.8120374133766757
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77533;VULAINES SUR SEINE;0772867Y;COLLEGE COLONEL ARNAUD BELTRAME;public;126.8;34.2;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.438756224848404, 2.7557175611788387
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77514;VILLEPARISIS;0772868Z;COLLEGE MARTHE SIMARD;public;106.4;35.4;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.94138445574996, 2.6229533532799154
2024-2025;10;11;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77095;CHARNY;0772945H;COLLEGE MARTHE GAUTIER;public;116.1;31.4;125.1;100.9;106.1;131.9;98.7;103.2;134.4;104.6;108.2;48.968465979482836, 2.7584875151227863
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78015;ANDRESY;0780002D;COLLEGE SAINT EXUPERY;public;128.7;36.1;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.967398627311994, 2.04059782570142
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78362;MANTES LA VILLE;0780116C;COLLEGE LES PLAISANCES;public;87.0;28.3;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.97516323864574, 1.7029305276098963
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78372;MARLY LE ROI;0780119F;COLLEGE LOUIS LUMIERE;public;137.1;32.5;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.86788859842339, 2.099134758799692
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78545;SAINT CYR L ECOLE;0780186D;COLLEGE JEAN RACINE;public;105.8;33.8;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.80927561029247, 2.060867839939305
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78674;VILLEPREUX;0780260J;COLLEGE LEON BLUM;public;129.2;34.0;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.83152030688347, 1.998933251351878
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78586;SARTROUVILLE;0780577D;COLLEGE ROMAIN ROLLAND;public;82.9;25.1;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.939589399117324, 2.191309516994725
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78646;VERSAILLES;0780580G;COLLEGE PIERRE DE NOLHAC;public;137.4;31.5;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.79807889554332, 2.1313050414176318
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78217;EPONE;0780656P;COLLEGE BENJAMIN FRANKLIN;public;114.3;35.2;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.95421362261221, 1.824042031418315
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78537;SAINT ARNOULT EN YVELINES;0780712A;COLLEGE GEORGES BRASSENS;public;124.0;30.9;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.57607174431055, 1.9471853955541127
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78646;VERSAILLES;0780718G;COLLEGE RAYMOND POINCARE;public;121.9;36.2;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.79701992026783, 2.1351005913579035
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78643;VERNOUILLET;0780845V;COLLEGE EMILE ZOLA;public;117.2;37.2;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.971139913995216, 1.9718164269047749
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78354;MAGNANVILLE;0781098V;COLLEGE GEORGE SAND;public;101.0;31.8;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.96863286682579, 1.6926407810909778
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78646;VERSAILLES;0781107E;COLLEGE JEAN PHILIPPE RAMEAU;public;131.1;37.2;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.802627078665104, 2.1455038475440893
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78138;CHANTELOUP LES VIGNES;0781108F;COLLEGE RENE CASSIN;public;74.8;21.0;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.97405583352472, 2.030722601079814
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78551;SAINT GERMAIN EN LAYE;0781204K;COLLEGE MARCEL ROBY;public;141.1;33.5;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.891449444756624, 2.0954755975687522
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78646;VERSAILLES;0781298M;COLLEGE CLAGNY;public;110.7;38.7;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.8102886647271, 2.144425084191477
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78642;VERNEUIL SUR SEINE;0781537X;COLLEGE PRIVE NOTRE DAME LES OISEAUX;privé sous contrat;151.8;24.1;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.982385476495644, 1.9764251764767846
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78551;SAINT GERMAIN EN LAYE;0781589D;COLLEGE PRIVE SAINT EREMBERT;privé sous contrat;158.8;18.2;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.89599108673565, 2.099642839310491
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78621;TRAPPES;0781618K;COLLEGE GUSTAVE COURBET;public;87.2;27.6;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.78494669525058, 1.9781985519068777
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78423;MONTIGNY LE BRETONNEUX;0781818C;COLLEGE LES PRES;public;115.2;36.3;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.77885674290855, 2.036916761155296
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78361;MANTES LA JOLIE;0781896M;COLLEGE PASTEUR;public;77.9;22.8;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.99435707581561, 1.6917666190699951
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78531;ROSNY SUR SEINE;0781916J;COLLEGE SULLY;public;96.5;32.0;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;49.001096384873655, 1.6452203675548966
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78208;ELANCOURT;0782114Z;COLLEGE DE LA CLEF SAINT PIERRE;public;117.6;38.0;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.792390359073, 1.970212899368561
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78335;LIMAY;0782115A;COLLEGE GALILEE;public;96.4;31.7;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;49.005971037090546, 1.7361704313566453
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78165;LES CLAYES SOUS BOIS;0783251K;COLLEGE ANATOLE FRANCE;public;108.9;36.4;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.827862321750914, 1.9825135139573822
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78297;GUYANCOURT;0783378Y;COLLEGE ARIANE;public;107.4;34.6;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.76732595356997, 2.0691647170801737
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78117;BUC;0783546F;COLLEGE FRANCO ALLEMAND;public;162.5;21.2;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.771206023579325, 2.121518210114789
2024-2025;10;11;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78005;ACHERES;0783636D;COLLEGE CAMILLE DU GAST;public;99.1;28.2;125.1;100.9;106.1;144.9;108.9;115.6;149.0;116.7;122.7;48.971618618861655, 2.075937531532462
2024-2025;15;75;NOUVELLE-AQUITAINE;13;POITIERS;79;DEUX-SEVRES;79014;LORETZ D ARGENTON;0790004A;COLLEGE MOLIERE;public;87.7;23.2;125.1;100.9;106.1;118.4;103.6;106.2;110.4;103.5;105.3;47.080476110737266, -0.275900840150203
2024-2025;15;75;NOUVELLE-AQUITAINE;13;POITIERS;79;DEUX-SEVRES;79066;CHAMPDENIERS;0790013K;COLLEGE LEO DESAIVRE;public;110.9;28.7;125.1;100.9;106.1;118.4;103.6;106.2;110.4;103.5;105.3;46.48800018097829, -0.4057929210361397
2024-2025;15;75;NOUVELLE-AQUITAINE;13;POITIERS;79;DEUX-SEVRES;79311;SECONDIGNY;0790034H;COLLEGE LOUIS MERLE;public;95.8;27.2;125.1;100.9;106.1;118.4;103.6;106.2;110.4;103.5;105.3;46.60974536972607, -0.41090103159856417
2024-2025;15;75;NOUVELLE-AQUITAINE;13;POITIERS;79;DEUX-SEVRES;79326;THENEZAY;0790035J;COLLEGE JEAN DE LA FONTAINE;public;96.6;27.9;125.1;100.9;106.1;118.4;103.6;106.2;110.4;103.5;105.3;46.714091592341894, -0.03166140129009741
2024-2025;15;75;NOUVELLE-AQUITAINE;13;POITIERS;79;DEUX-SEVRES;79005;AIRVAULT;0790704L;COLLEGE VOLTAIRE;public;94.6;25.5;125.1;100.9;106.1;118.4;103.6;106.2;110.4;103.5;105.3;46.823057324830735, -0.13309351503157613
2024-2025;15;75;NOUVELLE-AQUITAINE;13;POITIERS;79;DEUX-SEVRES;79191;NIORT;0790710T;COLLEGE FRANCOIS RABELAIS;public;118.3;34.9;125.1;100.9;106.1;118.4;103.6;106.2;110.4;103.5;105.3;46.342105593960724, -0.4763261282753022
2024-2025;15;75;NOUVELLE-AQUITAINE;13;POITIERS;79;DEUX-SEVRES;79049;BRESSUIRE;0791014Y;COLLEGE PRIVE NOTRE DAME;privé sous contrat;109.4;31.1;125.1;100.9;106.1;118.4;103.6;106.2;110.4;103.5;105.3;46.841856789751745, -0.4941085182419597
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;80;SOMME;80001;ABBEVILLE;0800002T;COLLEGE MILLEVOYE;public;95.9;32.6;125.1;100.9;106.1;121.9;95.1;99.7;118.7;93.5;99.2;50.10566312729737, 1.8399535646023661
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;80;SOMME;80003;ACHEUX EN AMIENOIS;0800003U;COLLEGE EDMEE JARLAUD;public;102.5;30.8;125.1;100.9;106.1;121.9;95.1;99.7;118.7;93.5;99.2;50.07023485662756, 2.5258961491976413
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;80;SOMME;80021;AMIENS;0800017J;COLLEGE JEAN MARC LAURENT;public;90.9;34.6;125.1;100.9;106.1;121.9;95.1;99.7;118.7;93.5;99.2;49.87082202447391, 2.3125585728403424
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;80;SOMME;80021;AMIENS;0800020M;COLLEGE AMIRAL LEJEUNE;public;105.7;36.2;125.1;100.9;106.1;121.9;95.1;99.7;118.7;93.5;99.2;49.892801358352095, 2.291119565557202
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;80;SOMME;80086;BERNAVILLE;0800022P;COLLEGE DU BOIS L EAU;public;91.9;29.6;125.1;100.9;106.1;121.9;95.1;99.7;118.7;93.5;99.2;50.12997246818657, 2.1575432543848145
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;80;SOMME;80685;ROYE;0801227Z;COLLEGE PRIVE JEANNE D ARC;privé sous contrat;113.7;28.0;125.1;100.9;106.1;121.9;95.1;99.7;118.7;93.5;99.2;49.69640722088911, 2.7923246201359464
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;80;SOMME;80021;AMIENS;0801263N;COLLEGE ARTHUR RIMBAUD;public;75.6;29.5;125.1;100.9;106.1;121.9;95.1;99.7;118.7;93.5;99.2;49.911817926559415, 2.3002035710983417
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;80;SOMME;80308;FEUQUIERES EN VIMEU;0801371F;COLLEGE GASTON VASSEUR;public;90.5;29.8;125.1;100.9;106.1;121.9;95.1;99.7;118.7;93.5;99.2;50.05892184922313, 1.5889303933264287
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;80;SOMME;80570;MOREUIL;0801439E;COLLEGE JEAN MOULIN;public;102.4;31.6;125.1;100.9;106.1;121.9;95.1;99.7;118.7;93.5;99.2;49.77715587812668, 2.4759622065556375
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;80;SOMME;80598;NOUVION;0801488H;COLLEGE JACQUES PREVERT;public;99.6;29.7;125.1;100.9;106.1;121.9;95.1;99.7;118.7;93.5;99.2;50.21495019110941, 1.7804714746344719
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;80;SOMME;80721;SAINT VALERY SUR SOMME;0801490K;COLLEGE DE LA BAIE DE SOMME;public;94.9;26.0;125.1;100.9;106.1;121.9;95.1;99.7;118.7;93.5;99.2;50.184252147773485, 1.6405450282450094
2024-2025;09;32;HAUTS-DE-FRANCE;20;AMIENS;80;SOMME;80620;PERONNE;0801723N;COLLEGE PRIVE SACRE COEUR;privé sous contrat;111.9;30.9;125.1;100.9;106.1;121.9;95.1;99.7;118.7;93.5;99.2;49.92657395937277, 2.9345297033739115
2024-2025;16;76;OCCITANIE;16;TOULOUSE;81;TARN;81081;DOURGNE;0810020G;COLLEGE MADELEINE CROS;public;104.2;29.3;125.1;100.9;106.1;124.6;107.2;110.4;117.8;102.9;105.9;43.483707436764405, 2.1375230156462934
2024-2025;16;76;OCCITANIE;16;TOULOUSE;81;TARN;81124;LACAUNE;0810027P;COLLEGE DU MONTALET;public;91.4;24.9;125.1;100.9;106.1;124.6;107.2;110.4;117.8;102.9;105.9;43.707772259593604, 2.690510336115058
2024-2025;16;76;OCCITANIE;16;TOULOUSE;81;TARN;81219;PUYLAURENS;0810036Z;COLLEGE JACQUES DURAND;public;104.9;30.7;125.1;100.9;106.1;124.6;107.2;110.4;117.8;102.9;105.9;43.56726200349996, 2.0045804731758445
2024-2025;16;76;OCCITANIE;16;TOULOUSE;81;TARN;81220;RABASTENS;0810092K;COLLEGE PRIVE PUYSEGUR;privé sous contrat;123.9;29.0;125.1;100.9;106.1;124.6;107.2;110.4;117.8;102.9;105.9;43.820973931945694, 1.72545184428243
2024-2025;16;76;OCCITANIE;16;TOULOUSE;81;TARN;81163;MAZAMET;0810127Y;COLLEGE MARCEL PAGNOL;public;90.5;29.3;125.1;100.9;106.1;124.6;107.2;110.4;117.8;102.9;105.9;43.492410330657265, 2.369037459980548
2024-2025;16;76;OCCITANIE;16;TOULOUSE;81;TARN;81004;ALBI;0811030E;COLLEGE BELLEVUE;public;103.7;35.9;125.1;100.9;106.1;124.6;107.2;110.4;117.8;102.9;105.9;43.92159848475179, 2.157563291049797
2024-2025;16;76;OCCITANIE;16;TOULOUSE;82;TARN-ET-GARONNE;82013;BEAUMONT DE LOMAGNE;0820067C;COLLEGE THEODORE DESPEYROUS;public;98.3;29.8;125.1;100.9;106.1;124.6;107.2;110.4;116.0;97.4;100.9;43.88526104980931, 0.9885305175566588
2024-2025;16;76;OCCITANIE;16;TOULOUSE;82;TARN-ET-GARONNE;82075;GRISOLLES;0820683X;COLLEGE JEAN LACAZE;public;106.5;33.5;125.1;100.9;106.1;124.6;107.2;110.4;116.0;97.4;100.9;43.825267613818255, 1.292930449941382
2024-2025;16;76;OCCITANIE;16;TOULOUSE;82;TARN-ET-GARONNE;82121;MONTAUBAN;0820684Y;COLLEGE JEAN JAURES;public;98.8;33.2;125.1;100.9;106.1;124.6;107.2;110.4;116.0;97.4;100.9;44.01534610259315, 1.3456697939083682
2024-2025;16;76;OCCITANIE;16;TOULOUSE;82;TARN-ET-GARONNE;82112;MOISSAC;0820753Y;COLLEGE PRIVE LA SAINTE FAMILLE JEANNE D ARC;privé sous contrat;106.9;28.8;125.1;100.9;106.1;124.6;107.2;110.4;116.0;97.4;100.9;44.103404054938075, 1.083754287307087
2024-2025;16;76;OCCITANIE;16;TOULOUSE;82;TARN-ET-GARONNE;82134;NEGREPELISSE;0820824A;COLLEGE JEAN HONORE FRAGONARD;public;98.7;28.0;125.1;100.9;106.1;124.6;107.2;110.4;116.0;97.4;100.9;44.0748798391342, 1.5288739231451036
2024-2025;16;76;OCCITANIE;16;TOULOUSE;82;TARN-ET-GARONNE;82121;MONTAUBAN;0820896D;COLLEGE MANUEL AZANA;public;95.0;32.0;125.1;100.9;106.1;124.6;107.2;110.4;116.0;97.4;100.9;44.03081112959343, 1.3545387082363083
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;23;NICE;83;VAR;83007;AUPS;0830002B;COLLEGE HENRI NANS;public;99.0;29.0;125.1;100.9;106.1;130.3;102.2;106.5;128.6;100.6;104.5;43.61740965731217, 6.220371603474063
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;23;NICE;83;VAR;83047;LA CRAU;0830012M;COLLEGE DU FENOUILLET;public;112.0;30.4;125.1;100.9;106.1;130.3;102.2;106.5;128.6;100.6;104.5;43.1484467161273, 6.078822413375263
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;23;NICE;83;VAR;83069;HYERES;0830145G;COLLEGE GUSTAVE ROUX;public;103.6;32.4;125.1;100.9;106.1;130.3;102.2;106.5;128.6;100.6;104.5;43.10942828018654, 6.140054686404161
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;23;NICE;83;VAR;83099;PUGET SUR ARGENS;0830168G;COLLEGE GABRIELLE COLETTE;public;101.8;32.7;125.1;100.9;106.1;130.3;102.2;106.5;128.6;100.6;104.5;43.460132665948116, 6.682810126310822
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;23;NICE;83;VAR;83023;BRIGNOLES;0830734X;COLLEGE JEAN MOULIN;public;87.6;28.5;125.1;100.9;106.1;130.3;102.2;106.5;128.6;100.6;104.5;43.41168046285425, 6.05991727736147
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;23;NICE;83;VAR;83137;TOULON;0830926F;COLLEGE LES PINS D ALEP;public;100.7;31.4;125.1;100.9;106.1;130.3;102.2;106.5;128.6;100.6;104.5;43.1437987198273, 5.899258734324664
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;23;NICE;83;VAR;83019;BORMES LES MIMOSAS;0830927G;COLLEGE FREDERIC MISTRAL;public;100.4;28.4;125.1;100.9;106.1;130.3;102.2;106.5;128.6;100.6;104.5;43.141282465130566, 6.347364966851655
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;23;NICE;83;VAR;83137;TOULON;0831053U;COLLEGE DJANGO REINHARDT;public;87.7;28.8;125.1;100.9;106.1;130.3;102.2;106.5;128.6;100.6;104.5;43.11785608278115, 5.943160044756011
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;23;NICE;83;VAR;83107;ROQUEBRUNE SUR ARGENS;0831474B;COLLEGE ANDRE CABASSE;public;110.4;30.2;125.1;100.9;106.1;130.3;102.2;106.5;128.6;100.6;104.5;43.448180717409684, 6.643089377728843
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;23;NICE;83;VAR;83054;LA FARLEDE;0831514V;COLLEGE ANDRE MALRAUX;public;110.1;30.3;125.1;100.9;106.1;130.3;102.2;106.5;128.6;100.6;104.5;43.162481192071304, 6.041581499536375
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;23;NICE;83;VAR;83120;SAINT ZACHARIE;0831657A;COLLEGE DES SEIZE FONTAINES;public;115.7;31.1;125.1;100.9;106.1;130.3;102.2;106.5;128.6;100.6;104.5;43.386942732256685, 5.7165299925284465
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;84;VAUCLUSE;84016;BEDARRIDES;0840011F;COLLEGE SAINT EXUPERY;public;100.1;30.5;125.1;100.9;106.1;124.3;99.7;104.7;117.2;94.4;99.3;44.05162347811607, 4.890675907945815
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;84;VAUCLUSE;84088;PERNES LES FONTAINES;0840028Z;COLLEGE CHARLES DOCHE;public;110.9;32.2;125.1;100.9;106.1;124.3;99.7;104.7;117.2;94.4;99.3;43.99383915876848, 5.060564013221748
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;84;VAUCLUSE;84089;PERTUIS;0840029A;COLLEGE MARCEL PAGNOL;public;100.6;34.1;125.1;100.9;106.1;124.3;99.7;104.7;117.2;94.4;99.3;43.69469233249835, 5.508972722554812
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;84;VAUCLUSE;84137;VAISON LA ROMAINE;0840035G;COLLEGE JOSEPH D ARBAUD;public;104.0;29.5;125.1;100.9;106.1;124.3;99.7;104.7;117.2;94.4;99.3;44.244191602206016, 5.0872487080120585
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;84;VAUCLUSE;84087;ORANGE;0840116V;COLLEGE JEAN GIONO;public;94.7;30.8;125.1;100.9;106.1;124.3;99.7;104.7;117.2;94.4;99.3;44.12822441870911, 4.799358691386506
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;84;VAUCLUSE;84092;LE PONTET;0840664R;COLLEGE JULES VERNE;public;73.7;25.2;125.1;100.9;106.1;124.3;99.7;104.7;117.2;94.4;99.3;43.959249941349086, 4.862076609008712
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;84;VAUCLUSE;84007;AVIGNON;0840697B;COLLEGE JOSEPH VERNET;public;87.5;36.8;125.1;100.9;106.1;124.3;99.7;104.7;117.2;94.4;99.3;43.94832075856264, 4.803281514538856
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;84;VAUCLUSE;84138;VALREAS;0840716X;COLLEGE VALLIS AERIA;public;90.5;28.8;125.1;100.9;106.1;124.3;99.7;104.7;117.2;94.4;99.3;44.387896326262734, 5.005314177299518
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;84;VAUCLUSE;84031;CARPENTRAS;0840760V;COLLEGE JEAN HENRI FABRE;public;86.9;28.3;125.1;100.9;106.1;124.3;99.7;104.7;117.2;94.4;99.3;44.05841430881113, 5.058343116953661
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;84;VAUCLUSE;84007;AVIGNON;0840970Y;COLLEGE GERARD PHILIPE;public;77.0;22.7;125.1;100.9;106.1;124.3;99.7;104.7;117.2;94.4;99.3;43.94384045328035, 4.845551283918319
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;84;VAUCLUSE;84106;SAINTE CECILE LES VIGNES;0841099N;COLLEGE VICTOR SCHOELCHER;public;109.9;31.7;125.1;100.9;106.1;124.3;99.7;104.7;117.2;94.4;99.3;44.23538834381003, 4.884460868230314
2024-2025;18;93;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;84;VAUCLUSE;84081;MORIERES LES AVIGNON;0841116G;COLLEGE ANNE FRANK;public;109.1;33.7;125.1;100.9;106.1;124.3;99.7;104.7;117.2;94.4;99.3;43.93712106699226, 4.907360517596763
