Année scolaire;Code région;Code région Insee;Libellé région académique;Code académie;Libellé académie;Code département;Libellé département;Code commune Insee;Libellé commune;UAI;Nom de l'établissement;Secteur;IPS;Ecart type de l'IPS;IPS national privé;IPS national public;IPS national;IPS académique privé;IPS académique public;IPS académique;IPS départemental privé;IPS départemental public;IPS départemental;Latitude et longitude WGS84
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33318;PESSAC;0330106L;COLLEGE FRANCOIS MITTERRAND;public;96.7;36.2;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.7919202102726, -0.6450723665147032
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33327;PODENSAC;0330108N;COLLEGE GEORGES BRASSENS;public;104.3;31.9;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.64941295469465, -0.3522624196575841
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33529;LA TESTE DE BUCH;0330129L;COLLEGE HENRI DHEURLE;public;104.7;30.2;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.63231696550532, -1.1365346884966911
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33063;BORDEAUX;0330140Y;COLLEGE GRAND PARC;public;73.2;26.5;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.85646023715817, -0.5829677746507886
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33281;MERIGNAC;0331435F;COLLEGE LES EYQUEMS;public;119.3;38.4;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.82724018911773, -0.6459605757572225
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33063;BORDEAUX;0331461J;COLLEGE CASSIGNOL;public;140.2;35.1;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.852276655981946, -0.5849179937998745
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33099;CARIGNAN DE BORDEAUX;0331490R;COLLEGE PRIVE LESTONNAC;privé sous contrat;133.1;30.3;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.82173566510237, -0.45952774123427703
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33063;BORDEAUX;0331492T;COLLEGE PRIVE ASSOMPTION SAINTE CLOTILDE;privé sous contrat;141.3;27.2;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.848056006642835, -0.5957783596369092
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33063;BORDEAUX;0331513R;COLLEGE PRIVE SAINT LOUIS SAINTE THERESE;privé sous contrat;124.9;32.4;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.85715197815199, -0.5688607714122762
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33192;GRADIGNAN;0331622J;COLLEGE FONTAINES DE MONJOUS;public;126.3;37.9;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.77657522099806, -0.6061018410760983
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33063;BORDEAUX;0331663D;COLLEGE CHEVERUS;public;120.6;41.3;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.83924225573894, -0.5758001082364536
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33506;SAUVETERRE DE GUYENNE;0331667H;COLLEGE ROBERT BARRIERE;public;99.3;30.6;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.69593100624841, -0.08559520471053007
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33056;BLANQUEFORT;0331754C;COLLEGE EMMANUEL DUPATY;public;111.5;34.1;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.90678572873168, -0.6282540755296204
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33032;BASSENS;0331884U;COLLEGE MANON CORMIER;public;87.7;29.0;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.90063818859695, -0.5089649718337196
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33492;SAINT YZAN DE SOUDIAC;0331888Y;COLLEGE DU VAL DE SAYE;public;92.1;27.7;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;45.139329958860735, -0.41145166104362557
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33162;EYSINES;0332084L;COLLEGE ALBERT CAMUS;public;107.7;34.4;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.88464828310302, -0.644175661699773
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33281;MERIGNAC;0332090T;COLLEGE BOURRAN;public;110.1;37.4;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.838087954165786, -0.632039340442466
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33140;CREON;0332283C;COLLEGE FRANCOIS MITTERRAND;public;112.8;30.8;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.77364355544522, -0.35172403401287133
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33433;SAINT LOUBES;0332340P;COLLEGE MAX LINDER;public;108.9;31.7;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.909941137654094, -0.42746459549748095
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33067;BOURG;0332341R;COLLEGE JACQUES PREVERT;public;100.3;30.9;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;45.04124052082845, -0.5551740518421362
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33122;CESTAS;0332342S;COLLEGE CANTELANDE;public;134.2;32.8;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.75831213898892, -0.6875590104313687
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33200;LE HAILLAN;0332437V;COLLEGE EMILE ZOLA;public;119.1;34.2;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.87073647056862, -0.6732671518038379
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33063;BORDEAUX;0332489B;COLLEGE PRIVE NOTRE DAME;privé sous contrat;128.8;28.1;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.842642680494045, -0.5820010243507929
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33063;BORDEAUX;0332491D;COLLEGE PRIVE ALBERT LE GRAND;privé sous contrat;136.4;29.7;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.8238945572053, -0.5819791089118073
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33236;LEGE CAP FERRET;0332657J;COLLEGE JEAN COCTEAU;public;111.7;31.4;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.792367229785825, -1.1462719350389288
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33063;BORDEAUX;0332768E;COLLEGE ALIENOR D AQUITAINE;public;121.7;41.7;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.82935744008306, -0.5606440643261218
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33323;LE PIAN SUR GARONNE;0332934K;COLLEGE ELISE DEROCHE;public;102.9;31.5;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.56962001444899, -0.2279028558482729
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33376;SAINT AUBIN DE MEDOC;0333093H;COLLEGE LEONARD DE VINCI;public;134.1;34.0;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.90581995271512, -0.7154560617884537
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33555;MARCHEPRIME;0333121N;COLLEGE GASTON FLAMENT;public;114.8;31.4;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.698093175693856, -0.8471764396230174
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33243;LIBOURNE;0333213N;COLLEGE MARGUERITE DURAS;public;91.8;30.5;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.902582066380816, -0.23513279607733562
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33272;MARSAS;0333484H;COLLEGE PHILIPPE MADRELLE;public;101.0;27.0;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;45.068833045109784, -0.3745690042645464
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33474;SAINT SELVE;0333528F;COLLEGE DE SAINT SELVE;public;116.9;31.3;124.1;100.9;105.9;125.1;105.3;109.2;133.5;108.4;112.7;44.666981205309554, -0.48412192751892213
2023-2024;16;76;OCCITANIE;11;MONTPELLIER;34;HERAULT;34162;MONTAGNAC;0340037F;COLLEGE JULES FERRY;public;94.6;33.5;124.1;100.9;105.9;121.8;100.2;104.0;128.5;103.5;107.6;43.48212992039745, 3.4809603368919344
2023-2024;16;76;OCCITANIE;11;MONTPELLIER;34;HERAULT;34172;MONTPELLIER;0340048T;COLLEGE CLEMENCE ROYER;public;135.2;39.0;124.1;100.9;105.9;121.8;100.2;104.0;128.5;103.5;107.6;43.6153374834333, 3.8760397536780684
2023-2024;16;76;OCCITANIE;11;MONTPELLIER;34;HERAULT;34032;BEZIERS;0340118U;COLLEGE HENRI IV;public;72.3;27.5;124.1;100.9;105.9;121.8;100.2;104.0;128.5;103.5;107.6;43.34343324346055, 3.210700877404225
2023-2024;16;76;OCCITANIE;11;MONTPELLIER;34;HERAULT;34172;MONTPELLIER;0340874R;COLLEGE PRIVE L ASSOMPTION;privé sous contrat;143.9;30.8;124.1;100.9;105.9;121.8;100.2;104.0;128.5;103.5;107.6;43.616276617073, 3.8675503917492366
2023-2024;16;76;OCCITANIE;11;MONTPELLIER;34;HERAULT;34301;SETE;0340972X;COLLEGE VICTOR HUGO;public;84.7;30.1;124.1;100.9;105.9;121.8;100.2;104.0;128.5;103.5;107.6;43.408444951305825, 3.7002494393949807
2023-2024;16;76;OCCITANIE;11;MONTPELLIER;34;HERAULT;34157;MEZE;0340973Y;COLLEGE JEAN JAURES;public;105.7;33.3;124.1;100.9;105.9;121.8;100.2;104.0;128.5;103.5;107.6;43.4266806349121, 3.602209780923595
2023-2024;16;76;OCCITANIE;11;MONTPELLIER;34;HERAULT;34129;LATTES;0341028H;COLLEGE GEORGES BRASSENS;public;118.4;34.6;124.1;100.9;105.9;121.8;100.2;104.0;128.5;103.5;107.6;43.566967269288355, 3.8996797336978717
2023-2024;16;76;OCCITANIE;11;MONTPELLIER;34;HERAULT;34172;MONTPELLIER;0341277D;COLLEGE LES AIGUERELLES;public;95.2;36.1;124.1;100.9;105.9;121.8;100.2;104.0;128.5;103.5;107.6;43.59753672485508, 3.8921297798734957
2023-2024;16;76;OCCITANIE;11;MONTPELLIER;34;HERAULT;34172;MONTPELLIER;0341278E;COLLEGE ARTHUR RIMBAUD;public;70.9;23.2;124.1;100.9;105.9;121.8;100.2;104.0;128.5;103.5;107.6;43.61667697617024, 3.821589730549983
2023-2024;16;76;OCCITANIE;11;MONTPELLIER;34;HERAULT;34090;LE CRES;0341363X;COLLEGE DE LA VOIE DOMITIENNE;public;121.4;35.7;124.1;100.9;105.9;121.8;100.2;104.0;128.5;103.5;107.6;43.647992009773674, 3.931019510305959
2023-2024;16;76;OCCITANIE;11;MONTPELLIER;34;HERAULT;34079;CLERMONT L HERAULT;0341366A;COLLEGE DU SALAGOU;public;99.3;33.0;124.1;100.9;105.9;121.8;100.2;104.0;128.5;103.5;107.6;43.63416926841888, 3.431250357140145
2023-2024;16;76;OCCITANIE;11;MONTPELLIER;34;HERAULT;34299;SERIGNAN;0341388Z;COLLEGE MARCEL PAGNOL;public;101.7;32.5;124.1;100.9;105.9;121.8;100.2;104.0;128.5;103.5;107.6;43.276195634142475, 3.2714504344714075
2023-2024;16;76;OCCITANIE;11;MONTPELLIER;34;HERAULT;34022;BAILLARGUES;0341577E;COLLEGE LE BERANGE;public;118.9;35.3;124.1;100.9;105.9;121.8;100.2;104.0;128.5;103.5;107.6;43.667076733135566, 4.022269550041911
2023-2024;16;76;OCCITANIE;11;MONTPELLIER;34;HERAULT;34077;CLAPIERS;0341826A;COLLEGE FRANCOIS MITTERRAND;public;133.3;34.9;124.1;100.9;105.9;121.8;100.2;104.0;128.5;103.5;107.6;43.65303263370415, 3.895599661900914
2023-2024;16;76;OCCITANIE;11;MONTPELLIER;34;HERAULT;34329;VENDRES;0342050U;COLLEGE FRANCOISE GIROUD;public;100.2;29.7;124.1;100.9;105.9;121.8;100.2;104.0;128.5;103.5;107.6;43.270238836608456, 3.2312096433701236
2023-2024;16;76;OCCITANIE;11;MONTPELLIER;34;HERAULT;34127;LANSARGUES;0342076X;COLLEGE DE LA PETITE CAMARGUE;public;109.3;30.5;124.1;100.9;105.9;121.8;100.2;104.0;128.5;103.5;107.6;43.65487013165015, 4.081869894542117
2023-2024;16;76;OCCITANIE;11;MONTPELLIER;34;HERAULT;34143;LOUPIAN;0342224H;COLLEGE OLYMPE DE GOUGES;public;108.7;31.4;124.1;100.9;105.9;121.8;100.2;104.0;128.5;103.5;107.6;43.44661208641871, 3.612356351291657
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35253;SAINT AUBIN DU CORMIER;0350039C;COLLEGE PIERRE DE DREUX;public;117.1;34.3;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;48.25905313802932, -1.4043693892032503
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35004;VAL COUESNON;0350052S;COLLEGE PIERRE PERRIN;public;92.6;28.3;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;48.42378333707708, -1.47368028376312
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35238;RENNES;0350781J;COLLEGE PRIVE NOTRE DAME DU VIEUX COURS;privé sous contrat;131.7;33.3;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;48.106415392837775, -1.6787187617227946
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35152;LIFFRE;0350867C;COLLEGE PRIVE SAINT MICHEL;privé sous contrat;126.1;31.0;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;48.21229867442835, -1.5078597967670593
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35167;MARTIGNE FERCHAUD;0350868D;COLLEGE PRIVE SAINT JOSEPH;privé sous contrat;106.4;28.1;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;47.831060407371446, -1.3157002102063906
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35184;MONTAUBAN DE BRETAGNE;0350870F;COLLEGE PRIVE LA PROVIDENCE;privé sous contrat;115.7;26.5;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;48.19862222136569, -2.045029640651294
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35219;PIPRIAC;0350875L;COLLEGE PRIVE SAINT JOSEPH;privé sous contrat;103.3;26.4;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;47.80814869523126, -1.949290412716371
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35271;SAINT GEORGES DE REINTEMBAULT;0350885X;COLLEGE PRIVE JULIEN MAUNOIR;privé sous contrat;99.3;22.0;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;48.50963197731026, -1.2417795209150162
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35360;VITRE;0350892E;COLLEGE PRIVE STE JEANNE D ARC;privé sous contrat;112.2;32.3;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;48.12536666628524, -1.2086795712271705
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35288;SAINT MALO;0350896J;COLLEGE JEAN CHARCOT;public;103.3;36.0;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;48.637389861767666, -2.01483963693606
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35238;RENNES;0350963G;COLLEGE DES HAUTES OURMES;public;81.3;38.3;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;48.08946765302947, -1.649410128522291
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35152;LIFFRE;0351790F;COLLEGE MARTIN LUTHER KING;public;121.3;34.7;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;48.21050138381782, -1.5042299651820377
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35188;MONTFORT SUR MEU;0351791G;COLLEGE LOUIS GUILLOUX;public;109.7;34.0;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;48.14035705261184, -1.9624793856846217
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35125;LA GUERCHE DE BRETAGNE;0351799R;COLLEGE DES FONTAINES;public;86.0;27.2;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;47.93838483274646, -1.2342302484611762
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35251;SAINT AUBIN D AUBIGNE;0351849V;COLLEGE AMAND BRIONNE;public;114.9;33.8;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;48.25968023850401, -1.6045706314353363
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35236;REDON;0351969A;COLLEGE BEAUMONT;public;109.0;35.8;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;47.655038727216535, -2.0914100162756046
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35196;MORDELLES;0352030S;COLLEGE MORVAN LEBESQUE;public;112.1;35.0;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;48.07273530878959, -1.840130398044565
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35238;RENNES;0352071L;COLLEGE PRIVE JOSEPHINE BAKHITA;privé sous contrat;82.9;26.0;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;48.09384402862993, -1.6672943520074563
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35173;MELESSE;0352183H;COLLEGE MATHURIN MEHEUT;public;123.8;34.0;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;48.217550623336045, -1.7015301621720638
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35184;MONTAUBAN DE BRETAGNE;0352247C;COLLEGE EVARISTE GALOIS;public;105.5;31.4;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;48.19853448408114, -2.055564984485267
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35024;BETTON;0352260S;COLLEGE FRANCOIS TRUFFAUT;public;126.7;34.8;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;48.17632035698209, -1.6508804172478202
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35177;LA MEZIERE;0352760K;COLLEGE GERMAINE TILLION;public;123.6;31.7;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;48.213324803326365, -1.7474629515897877
2023-2024;03;53;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35266;SAINT ERBLON;0353083L;COLLEGE PRIVE SAINT PAUL;privé sous contrat;127.4;32.2;124.1;100.9;105.9;116.3;106.1;110.6;120.1;108.5;113.5;48.01926316797129, -1.6623443238792899
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;36;INDRE;36001;AIGURANDE;0360001F;COLLEGE FREDERIC CHOPIN;public;96.9;25.0;124.1;100.9;105.9;121.5;99.9;103.1;109.1;94.6;96.0;46.43626246003183, 1.8280995988592164
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;36;INDRE;36182;SAINT BENOIT DU SAULT;0360033R;COLLEGE HERVE FAYE;public;92.0;24.1;124.1;100.9;105.9;121.5;99.9;103.1;109.1;94.6;96.0;46.44362446226996, 1.3962797580513602
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;36;INDRE;36208;SAINTE SEVERE SUR INDRE;0360037V;COLLEGE LOUIS PERGAUD;public;98.8;31.1;124.1;100.9;105.9;121.5;99.9;103.1;109.1;94.6;96.0;46.48697688703011, 2.0656996861345145
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;36;INDRE;36230;VATAN;0360040Y;COLLEGE FERDINAND DE LESSEPS;public;96.6;28.0;124.1;100.9;105.9;121.5;99.9;103.1;109.1;94.6;96.0;47.07154728150926, 1.8067704383873424
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;36;INDRE;36018;LE BLANC;0360510J;COLLEGE PRIVE SAINTE ANNE;privé sous contrat;99.6;26.1;124.1;100.9;105.9;121.5;99.9;103.1;109.1;94.6;96.0;46.63282864112956, 1.0668405297599073
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;36;INDRE;36228;VALENCAY;0360525A;COLLEGE ALAIN FOURNIER;public;94.9;27.6;124.1;100.9;105.9;121.5;99.9;103.1;109.1;94.6;96.0;47.16470213056232, 1.5633797698225917
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;36;INDRE;36088;ISSOUDUN;0360568X;COLLEGE PRIVE SAINT CYR SAINTE JULITTE;privé sous contrat;113.1;28.4;124.1;100.9;105.9;121.5;99.9;103.1;109.1;94.6;96.0;46.95231961512883, 1.997040399055048
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;36;INDRE;36046;LA CHATRE;0360720M;COLLEGE GEORGE SAND;public;96.2;29.4;124.1;100.9;105.9;121.5;99.9;103.1;109.1;94.6;96.0;46.58243423350488, 1.9856801805351658
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37241;SAVIGNE SUR LATHAN;0370034L;COLLEGE BERNARD DE FONTENELLE;public;97.7;26.7;124.1;100.9;105.9;121.5;99.9;103.1;126.5;105.1;109.1;47.444727985078124, 0.3165094772207522
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37261;TOURS;0370044X;COLLEGE ANATOLE FRANCE;public;89.8;38.0;124.1;100.9;105.9;121.5;99.9;103.1;126.5;105.1;109.1;47.39713117089041, 0.690829971169852
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37122;JOUE LES TOURS;0370071B;COLLEGE LA RABIERE;public;69.8;17.8;124.1;100.9;105.9;121.5;99.9;103.1;126.5;105.1;109.1;47.345830908417284, 0.6679555684033187
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37261;TOURS;0370743G;COLLEGE PRIVE SAINTE JEANNE D ARC;privé sous contrat;119.6;29.6;124.1;100.9;105.9;121.5;99.9;103.1;126.5;105.1;109.1;47.38187763926209, 0.6843002095654318
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37281;VOUVRAY;0370746K;COLLEGE PRIVE INSTITUTION SAINTE THERESE;privé sous contrat;114.5;25.4;124.1;100.9;105.9;121.5;99.9;103.1;126.5;105.1;109.1;47.41244727378087, 0.8075195112460647
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37261;TOURS;0370765F;COLLEGE LEONARD DE VINCI;public;116.3;37.8;124.1;100.9;105.9;121.5;99.9;103.1;126.5;105.1;109.1;47.40414472854573, 0.68466061421196
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37233;SAINT PIERRE DES CORPS;0370767H;COLLEGE PABLO NERUDA;public;99.3;31.8;124.1;100.9;105.9;121.5;99.9;103.1;126.5;105.1;109.1;47.39534124989182, 0.7506599073076334
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37122;JOUE LES TOURS;0370791J;COLLEGE ARCHE DU LUDE;public;79.4;28.0;124.1;100.9;105.9;121.5;99.9;103.1;126.5;105.1;109.1;47.346168623440334, 0.6506603450186224
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37154;MONTBAZON;0370793L;COLLEGE ALBERT CAMUS;public;116.3;30.7;124.1;100.9;105.9;121.5;99.9;103.1;126.5;105.1;109.1;47.28480920033638, 0.707050569270416
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37122;JOUE LES TOURS;0371098T;COLLEGE BEAULIEU;public;101.3;33.5;124.1;100.9;105.9;121.5;99.9;103.1;126.5;105.1;109.1;47.36118594540789, 0.6597394516895092
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37072;CHINON;0371159J;COLLEGE JEAN ZAY;public;102.4;33.2;124.1;100.9;105.9;121.5;99.9;103.1;126.5;105.1;109.1;47.16592299522881, 0.2515601822924069
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37281;VOUVRAY;0371189S;COLLEGE GASTON HUET;public;120.0;32.6;124.1;100.9;105.9;121.5;99.9;103.1;126.5;105.1;109.1;47.41042009164277, 0.8008393827998089
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37122;JOUE LES TOURS;0371316E;COLLEGE VALLEE VIOLETTE;public;97.2;38.2;124.1;100.9;105.9;121.5;99.9;103.1;126.5;105.1;109.1;47.34449507966036, 0.6793202389369829
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37261;TOURS;0371327S;COLLEGE PRIVE NOTRE DAME LA RICHE SOUS LE PATRONAGE DE SAINTE ANNE;privé sous contrat;123.3;33.6;124.1;100.9;105.9;121.5;99.9;103.1;126.5;105.1;109.1;47.39025945012596, 0.6763564087572175
