Rentrée scolaire;Académie;Code du département;Département;UAI;Nom de l'établissment;Code INSEE de la commune;Nom de la commune;Secteur;IPS
2018-2019;DIJON;021;COTE D'OR;0211354H;ECOLE ELEMENTAIRE PUBLIQUE;21277;FONTAINE FRANCAISE;public;99.6
2018-2019;DIJON;021;COTE D'OR;0211368Y;ECOLE ELEMENTAIRE PUBLIQUE;21103;BRAZEY EN PLAINE;public;103.7
2018-2019;DIJON;021;COTE D'OR;0211403L;ECOLE ELEMENTAIRE PUBLIQUE LAMARTINE;21231;DIJON;public;78.4
2018-2019;DIJON;021;COTE D'OR;0211435W;ECOLE ELEMENTAIRE PUBLIQUE LES PEUPLIERS;21054;BEAUNE;public;79.1
2018-2019;DIJON;021;COTE D'OR;0211539J;ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT;21617;TALANT;public;84.7
2018-2019;DIJON;021;COTE D'OR;0211546S;ECOLE PRIMAIRE PRIVEE NOTRE DAME;21501;POUILLY EN AUXOIS;privé sous contrat;119.9
2018-2019;DIJON;021;COTE D'OR;0211569S;ECOLE ELEMENTAIRE PUBLIQUE ALSACE;21231;DIJON;public;67.4
2018-2019;DIJON;021;COTE D'OR;0211571U;ECOLE ELEMENTAIRE PUBLIQUE EDGAR DROUHIN;21334;LACANCHE;public;91.6
2018-2019;DIJON;021;COTE D'OR;0211573W;ECOLE ELEMENTAIRE PUBLIQUE DIDEROT;21425;MONTBARD;public;102.4
2018-2019;DIJON;021;COTE D'OR;0211598Y;ECOLE ELEMENTAIRE PUBLIQUE;21632;THOREY EN PLAINE;public;119.8
2018-2019;DIJON;021;COTE D'OR;0211606G;ECOLE ELEMENTAIRE PUBLIQUE COLETTE;21231;DIJON;public;89.0
2018-2019;DIJON;021;COTE D'OR;0211635N;ECOLE ELEMENTAIRE PUBLIQUE JEAN JAURES;21038;AUXONNE;public;92.4
2018-2019;DIJON;021;COTE D'OR;0211636P;ECOLE ELEMENTAIRE PUBLIQUE BRETONNIERE;21054;BEAUNE;public;111.6
2018-2019;DIJON;021;COTE D'OR;0211639T;ECOLE ELEMENTAIRE PUBLIQUE MANSART;21231;DIJON;public;105.2
2018-2019;DIJON;021;COTE D'OR;0211693B;ECOLE ELEMENTAIRE PUBLIQUE R P I;21432;MONTIGNY SUR AUBE;public;93.1
2018-2019;DIJON;021;COTE D'OR;0211695D;ECOLE ELEMENTAIRE PUBLIQUE LES VIOLETTES;21166;CHENOVE;public;70.3
2018-2019;DIJON;021;COTE D'OR;0211783Z;ECOLE ELEMENTAIRE PUBLIQUE BOURDENIERE;21166;CHENOVE;public;78.6
2018-2019;DIJON;021;COTE D'OR;0211784A;ECOLE ELEMENTAIRE PUBLIQUE MALADIERE;21231;DIJON;public;112.2
2018-2019;DIJON;021;COTE D'OR;0211818M;ECOLE ELEMENTAIRE PUBLIQUE ROLAND CARRAZ;21355;LONGVIC;public;99.8
2018-2019;DIJON;021;COTE D'OR;0211845S;ECOLE ELEMENTAIRE PUBLIQUE R P I;21330;LABERGEMENT FOIGNEY;public;108.7
2018-2019;DIJON;021;COTE D'OR;0211855C;ECOLE ELEMENTAIRE PUBLIQUE R P I;21236;EBATY;public;109.3
2018-2019;DIJON;021;COTE D'OR;0211865N;ECOLE ELEMENTAIRE PUBLIQUE DRAPEAU;21231;DIJON;public;114.4
2018-2019;DIJON;021;COTE D'OR;0211968A;ECOLE PRIMAIRE PUBLIQUE;21297;GILLY LES CITEAUX;public;122.6
2018-2019;DIJON;021;COTE D'OR;0211994D;ECOLE ELEMENTAIRE PUBLIQUE PAUL LANGEVIN;21425;MONTBARD;public;101.2
2018-2019;DIJON;021;COTE D'OR;0212072N;ECOLE ELEMENTAIRE PUBLIQUE;21227;DAROIS;public;112.9
2018-2019;DIJON;021;COTE D'OR;0212113H;ECOLE ELEMENTAIRE PUBLIQUE MONTMUZARD;21231;DIJON;public;96.5
2018-2019;DIJON;021;COTE D'OR;0212141N;ECOLE ELEMENTAIRE PUBLIQUE VAL SULLY;21540;SAINT APOLLINAIRE;public;122.0
2018-2019;RENNES;022;COTES D'ARMOR;0220203B;ECOLE PRIMAIRE PUBLIQUE DE PLANCOET;22172;PLANCOET;public;94.0
2018-2019;RENNES;022;COTES D'ARMOR;0220215P;ECOLE PRIMAIRE PUBLIQUE ALBERT CAMUS;22178;PLEHEDEL;public;107.1
2018-2019;RENNES;022;COTES D'ARMOR;0220428W;ECOLE PRIMAIRE PUBLIQUE ALBERT JACQUARD;22324;SAINT QUAY PERROS;public;122.6
2018-2019;RENNES;022;COTES D'ARMOR;0220502B;ECOLE PRIMAIRE PUBLIQUE D APPLICATION POUTRIN;22278;SAINT BRIEUC;public;107.1
2018-2019;RENNES;022;COTES D'ARMOR;0220504D;ECOLE PRIMAIRE PUBLIQUE HOCHE;22278;SAINT BRIEUC;public;104.0
2018-2019;RENNES;022;COTES D'ARMOR;0220519V;ECOLE PRIMAIRE PUBLIQUE LES MERLES;22278;SAINT BRIEUC;public;122.9
2018-2019;RENNES;022;COTES D'ARMOR;0220555J;ECOLE PRIMAIRE PUBLIQUE LES PLANTES;22307;SAINT JULIEN;public;108.0
2018-2019;RENNES;022;COTES D'ARMOR;0220580L;ECOLE PRIMAIRE PUBLIQUE DE PLOUMAGOAR;22225;PLOUMAGOAR;public;116.9
2018-2019;RENNES;022;COTES D'ARMOR;0220583P;ECOLE PRIMAIRE PUBLIQUE DE PLOUMILLIAU;22226;PLOUMILLIAU;public;110.4
2018-2019;RENNES;022;COTES D'ARMOR;0220586T;ECOLE PRIMAIRE PUBLIQUE DE PLOUNERIN;22227;PLOUNERIN;public;94.3
2018-2019;RENNES;022;COTES D'ARMOR;0220670J;ECOLE PRIMAIRE PUBLIQUE SAINT AARON;22093;LAMBALLE;public;103.1
2018-2019;RENNES;022;COTES D'ARMOR;0220673M;ECOLE PRIMAIRE PUBLIQUE DE SAINT ALBAN;22273;SAINT ALBAN;public;104.6
2018-2019;RENNES;022;COTES D'ARMOR;0220703V;ECOLE PRIMAIRE PUBLIQUE DE PAULE;22163;PAULE;public;87.2
2018-2019;RENNES;022;COTES D'ARMOR;0220747T;ECOLE PRIMAIRE PUBLIQUE DE BOURSEUL;22014;BOURSEUL;public;91.9
2018-2019;RENNES;022;COTES D'ARMOR;0220761H;ECOLE PRIMAIRE PUBLIQUE DE BULAT PLESTIVIEN;22023;BULAT PESTIVIEN;public;109.8
2018-2019;RENNES;022;COTES D'ARMOR;0220795V;ECOLE PRIMAIRE PUBLIQUE DE COADOUT;22040;COADOUT;public;102.7
2018-2019;RENNES;022;COTES D'ARMOR;0220848C;ECOLE PRIMAIRE PUBLIQUE DE HENANSAL;22077;HENANSAL;public;103.0
2018-2019;RENNES;022;COTES D'ARMOR;0220899H;ECOLE PRIMAIRE PUBLIQUE MATHURIN MEHEUT;22093;LAMBALLE;public;96.4
2018-2019;RENNES;022;COTES D'ARMOR;0220926M;ECOLE PRIMAIRE PUBLIQUE DE BON REPOS SUR BLAVET;22107;BON REPOS SUR BLAVET;public;104.2
2018-2019;RENNES;022;COTES D'ARMOR;0220937Z;ECOLE ELEMENTAIRE PUBLIQUE SERVEL;22113;LANNION;public;127.3
2018-2019;RENNES;022;COTES D'ARMOR;0221007A;ECOLE PRIMAIRE PUBLIQUE DE MATIGNON;22143;MATIGNON;public;100.1
2018-2019;RENNES;022;COTES D'ARMOR;0221045S;ECOLE PRIMAIRE PUBLIQUE JULES VERNE;22136;LOUDEAC;public;91.4
2018-2019;RENNES;022;COTES D'ARMOR;0221079D;ECOLE PRIMAIRE PUBLIQUE LA VILLETTE;22215;PLOUFRAGAN;public;93.6
2018-2019;RENNES;022;COTES D'ARMOR;0221089P;ECOLE PRIMAIRE PUBLIQUE DE LOUANNEC;22134;LOUANNEC;public;130.1
2018-2019;RENNES;022;COTES D'ARMOR;0221092T;ECOLE PRIMAIRE PUBLIQUE NORBERT GUITTON;22280;SAINT CARNE;public;111.7
2018-2019;RENNES;022;COTES D'ARMOR;0221096X;ECOLE PRIMAIRE PUBLIQUE PICHEREL;22353;TREGASTEL;public;116.2
2018-2019;RENNES;022;COTES D'ARMOR;0221129H;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;22076;HENANBIHEN;privé sous contrat;98.4
2018-2019;RENNES;022;COTES D'ARMOR;0221133M;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;22203;PLOEUC L HERMITAGE;privé sous contrat;99.5
2018-2019;RENNES;022;COTES D'ARMOR;0221135P;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;22081;HILLION;privé sous contrat;113.7
2018-2019;RENNES;022;COTES D'ARMOR;0221136R;ECOLE PRIMAIRE PRIVEE SAINT RENE;22081;HILLION;privé sous contrat;118.6
2018-2019;RENNES;022;COTES D'ARMOR;0221144Z;ECOLE PRIMAIRE PRIVEE SAINTE AGNES;22097;LA LANDEC;privé sous contrat;88.3
2018-2019;RENNES;022;COTES D'ARMOR;0221152H;ECOLE PRIMAIRE PRIVEE NOTRE DAME;22106;LANGUEUX;privé sous contrat;113.6
2018-2019;RENNES;022;COTES D'ARMOR;0221169B;ECOLE PRIMAIRE PRIVEE SAINT CHARLES;22140;LA MALHOURE;privé sous contrat;95.4
2018-2019;RENNES;022;COTES D'ARMOR;0221176J;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE LOURDES;22155;LA MOTTE;privé sous contrat;100.7
2018-2019;RENNES;022;COTES D'ARMOR;0221178L;ECOLE PRIMAIRE PRIVEE SAINT CAST LE GUILDO;22282;SAINT CAST LE GUILDO;privé sous contrat;95.9
2018-2019;RENNES;022;COTES D'ARMOR;0221201L;ECOLE PRIMAIRE PRIVEE SAINT MAURICE;22176;PLEDRAN;privé sous contrat;111.0
2018-2019;RENNES;022;COTES D'ARMOR;0221219F;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;22190;PLESLIN TRIGAVOU;privé sous contrat;105.6
2018-2019;RENNES;022;COTES D'ARMOR;0221221H;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;22193;PLESTAN;privé sous contrat;100.9
2018-2019;RENNES;022;COTES D'ARMOR;0221237A;ECOLE PRIMAIRE PRIVEE SAINTE THERESE;22206;PLOUAGAT;privé sous contrat;101.4
2018-2019;RENNES;022;COTES D'ARMOR;0221238B;ECOLE PRIMAIRE PRIVEE SAINT LOUIS;22207;PLOUARET;privé sous contrat;107.2
2018-2019;RENNES;022;COTES D'ARMOR;0221239C;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;22208;PLOUASNE;privé sous contrat;97.4
2018-2019;RENNES;022;COTES D'ARMOR;0221240D;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;22209;BEAUSSAIS SUR MER;privé sous contrat;108.9
2018-2019;RENNES;022;COTES D'ARMOR;0221253T;ECOLE PRIMAIRE PRIVEE SAINT PIERRE;22219;PLOUGUENAST;privé sous contrat;86.4
2018-2019;RENNES;022;COTES D'ARMOR;0221269K;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;22241;PLUMIEUX;privé sous contrat;94.0
2018-2019;RENNES;022;COTES D'ARMOR;0221273P;ECOLE PRIMAIRE PRIVEE NOTRE DAME;22246;POMMERET;privé sous contrat;102.7
2018-2019;RENNES;022;COTES D'ARMOR;0221288F;ECOLE PRIMAIRE PRIVEE NOTRE DAME;22262;QUINTIN;privé sous contrat;108.7
2018-2019;RENNES;022;COTES D'ARMOR;0221291J;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;22265;ROSPEZ;privé sous contrat;109.1
2018-2019;RENNES;022;COTES D'ARMOR;0221292K;ECOLE PRIMAIRE PRIVEE NOTRE DAME;22266;ROSTRENEN;privé sous contrat;107.6
2018-2019;RENNES;022;COTES D'ARMOR;0221301V;ECOLE PRIMAIRE PRIVEE LA PROVIDENCE;22278;SAINT BRIEUC;privé sous contrat;111.6
2018-2019;RENNES;022;COTES D'ARMOR;0221303X;ECOLE PRIMAIRE PRIVEE SAINTE BERNADETTE;22278;SAINT BRIEUC;privé sous contrat;126.6
2018-2019;RENNES;022;COTES D'ARMOR;0221314J;ECOLE PRIMAIRE PRIVEE NOTRE DAME DES CHAMPS;22286;SAINT DENOUAL;privé sous contrat;90.1
2018-2019;RENNES;022;COTES D'ARMOR;0221321S;ECOLE PRIMAIRE PRIVEE SAINT YVES;22299;SAINT HELEN;privé sous contrat;109.7
2018-2019;RENNES;022;COTES D'ARMOR;0221359H;ECOLE PRIMAIRE PRIVEE SAINT MICHEL;22379;TREVOU TREGUIGNEC;privé sous contrat;105.8
2018-2019;RENNES;022;COTES D'ARMOR;0221360J;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;22384;UZEL;privé sous contrat;109.1
2018-2019;RENNES;022;COTES D'ARMOR;0221365P;ECOLE PRIMAIRE PRIVEE SAINT AUBIN;22389;YFFINIAC;privé sous contrat;110.2
2018-2019;RENNES;022;COTES D'ARMOR;0221368T;ECOLE PRIMAIRE PRIVEE ANNE LEROY;22004;BEGARD;privé sous contrat;102.2
2018-2019;RENNES;022;COTES D'ARMOR;0221393V;ECOLE PRIMAIRE PRIVEE SAINTE CROIX;22050;DINAN;privé sous contrat;124.6
2018-2019;RENNES;022;COTES D'ARMOR;0221398A;ECOLE PRIMAIRE PRIVEE NOTRE DAME DU SACRE COEUR;22053;EREAC;privé sous contrat;90.0
2018-2019;RENNES;022;COTES D'ARMOR;0221400C;ECOLE PRIMAIRE PRIVEE NOTRE DAME;22054;ERQUY;privé sous contrat;110.9
2018-2019;RENNES;022;COTES D'ARMOR;0221404G;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;22056;EVRAN;privé sous contrat;102.4
2018-2019;RENNES;022;COTES D'ARMOR;0221409M;ECOLE PRIMAIRE PRIVEE SAINT GEORGES;22064;GOUAREC;privé sous contrat;99.3
2018-2019;RENNES;022;COTES D'ARMOR;0221418X;ECOLE PRIMAIRE PUBLIQUE DE PLEMET;22183;PLEMET;public;86.5
2018-2019;RENNES;022;COTES D'ARMOR;0221427G;ECOLE PRIMAIRE PUBLIQUE DE SQUIFFIEC;22338;SQUIFFIEC;public;94.1
2018-2019;RENNES;022;COTES D'ARMOR;0221483T;ECOLE PRIMAIRE PUBLIQUE DE CORLAY;22047;CORLAY;public;92.0
2018-2019;RENNES;022;COTES D'ARMOR;0221497H;ECOLE PRIMAIRE PUBLIQUE ANDRE LEFEBVRE;22214;PLOUEZEC;public;106.4
2018-2019;RENNES;022;COTES D'ARMOR;0221506T;ECOLE PRIMAIRE PUBLIQUE CESSON CX ROUGE;22278;SAINT BRIEUC;public;74.0
2018-2019;RENNES;022;COTES D'ARMOR;0221585D;ECOLE PRIMAIRE PUBLIQUE JACQUES BREL;22278;SAINT BRIEUC;public;87.8
2018-2019;RENNES;022;COTES D'ARMOR;0221612H;ECOLE PRIMAIRE PUBLIQUE PAUL LE FLEM;22127;LEZARDRIEUX;public;115.1
2018-2019;RENNES;022;COTES D'ARMOR;0221614K;ECOLE PRIMAIRE PUBLIQUE DE PLOUNEVEZ MOEDEC;22228;PLOUNEVEZ MOEDEC;public;87.5
2018-2019;RENNES;022;COTES D'ARMOR;0221707L;ECOLE PRIMAIRE PUBLIQUE LOUIS PASTEUR;22360;TREGUEUX;public;110.1
2018-2019;RENNES;022;COTES D'ARMOR;0221709N;ECOLE PRIMAIRE PUBLIQUE JEAN FERRAT;22364;TRELIVAN;public;112.9
2018-2019;RENNES;022;COTES D'ARMOR;0221796H;ECOLE PRIMAIRE PUBLIQUE DE TREFFRIN;22351;TREFFRIN;public;107.3
2018-2019;RENNES;022;COTES D'ARMOR;0221861D;ECOLE PRIMAIRE PUBLIQUE LE RUSQUET;22113;LANNION;public;128.9
2018-2019;RENNES;022;COTES D'ARMOR;0221901X;ECOLE PRIMAIRE PUBLIQUE LA GARAYE;22050;DINAN;public;115.1
2018-2019;LIMOGES;023;CREUSE;0230062T;ECOLE PRIMAIRE;23154;PIONNAT;public;94.2
2018-2019;LIMOGES;023;CREUSE;0230074F;ECOLE PRIMAIRE;23142;NEOUX;public;107.6
2018-2019;LIMOGES;023;CREUSE;0230080M;ECOLE PRIMAIRE;23211;SAINT MARC A FRONGIER;public;103.0
2018-2019;LIMOGES;023;CREUSE;0230103M;ECOLE PRIMAIRE;23241;SAINT SILVAIN BELLEGARDE;public;100.5
2018-2019;LIMOGES;023;CREUSE;0230104N;ECOLE PRIMAIRE;23104;LAVAUFRANCHE;public;99.3
2018-2019;LIMOGES;023;CREUSE;0230108T;ECOLE PRIMAIRE;23213;SAINT MARIEN;public;104.5
2018-2019;LIMOGES;023;CREUSE;0230119E;ECOLE PRIMAIRE;23106;LEPAUD;public;110.7
2018-2019;LIMOGES;023;CREUSE;0230221R;ECOLE PRIMAIRE;23238;SAINT QUENTIN LA CHABANNE;public;112.7
2018-2019;LIMOGES;023;CREUSE;0230344Z;ECOLE PRIMAIRE;23004;ANZEME;public;106.9
2018-2019;LIMOGES;023;CREUSE;0230372E;ECOLE PRIMAIRE;23195;SAINT FIEL;public;104.9
2018-2019;LIMOGES;023;CREUSE;0230391A;ECOLE PRIMAIRE;23155;PONTARION;public;100.9
2018-2019;LIMOGES;023;CREUSE;0230458Y;ECOLE PRIMAIRE;23151;PEYRAT LA NONIERE;public;104.5
2018-2019;LIMOGES;023;CREUSE;0230480X;ECOLE ELEMENTAIRE GROUPE SCOLAIRE PAUL LANGEVIN;23096;GUERET;public;108.1
2018-2019;LIMOGES;023;CREUSE;0230482Z;ECOLE ELEMENTAIRE APPLICATION JACQUES PREVERT;23096;GUERET;public;88.7
2018-2019;LIMOGES;023;CREUSE;0230500U;ECOLE PRIMAIRE;23039;LA CELLE DUNOISE;public;92.9
2018-2019;LIMOGES;023;CREUSE;0230527Y;ECOLE PRIMAIRE;23095;LE GRAND BOURG;public;107.8
2018-2019;LIMOGES;023;CREUSE;0230541N;ECOLE ELEMENTAIRE;23177;SAINT AGNANT DE VERSILLAT;public;101.5
2018-2019;LIMOGES;023;CREUSE;0230556E;ECOLE ELEMENTAIRE;23079;FELLETIN;public;100.5
2018-2019;LIMOGES;023;CREUSE;0230566R;ECOLE PRIMAIRE;23239;SAINT SEBASTIEN;public;94.0
2018-2019;BORDEAUX;024;DORDOGNE;0240224N;ECOLE PRIMAIRE;24338;PRESSIGNAC VICQ;public;86.8
2018-2019;BORDEAUX;024;DORDOGNE;0240228T;ECOLE PRIMAIRE;24405;SAINT FELIX DE VILLADEIX;public;102.0
2018-2019;BORDEAUX;024;DORDOGNE;0240231W;ECOLE PRIMAIRE B;24223;LALINDE;public;91.3
2018-2019;BORDEAUX;024;DORDOGNE;0240234Z;ECOLE PRIMAIRE;24032;BEAURONNE;public;94.1
2018-2019;BORDEAUX;024;DORDOGNE;0240235A;ECOLE PRIMAIRE;24104;CHANTERAC;public;92.3
2018-2019;BORDEAUX;024;DORDOGNE;0240242H;ECOLE PRIMAIRE;24418;SAINT GERMAIN DU SALEMBRE;public;96.0
2018-2019;BORDEAUX;024;DORDOGNE;0240262E;ECOLE PRIMAIRE;24534;SIGOULES;public;104.4
2018-2019;BORDEAUX;024;DORDOGNE;0240340P;ECOLE PRIMAIRE;24360;SAGELAT;public;90.2
2018-2019;BORDEAUX;024;DORDOGNE;0240384M;ECOLE PRIMAIRE;24419;SAINT GERMAIN ET MONS;public;94.0
2018-2019;BORDEAUX;024;DORDOGNE;0240391V;ECOLE PRIMAIRE;24055;BOURDEILLES;public;102.9
2018-2019;BORDEAUX;024;DORDOGNE;0240426H;ECOLE PRIMAIRE;24401;SAINTE EULALIE D ANS;public;110.8
2018-2019;BORDEAUX;024;DORDOGNE;0240445D;ECOLE PRIMAIRE;24133;LA COQUILLE;public;94.9
2018-2019;BORDEAUX;024;DORDOGNE;0240500N;ECOLE PRIMAIRE PAUL DEGAIL;24253;MAREUIL EN PERIGORD;public;95.9
2018-2019;BORDEAUX;024;DORDOGNE;0240503S;ECOLE PRIMAIRE DE VIEUX MAREUIL;24253;MAREUIL EN PERIGORD;public;99.1
2018-2019;BORDEAUX;024;DORDOGNE;0240506V;ECOLE PRIMAIRE;24106;LA CHAPELLE AUBAREIL;public;102.4
2018-2019;BORDEAUX;024;DORDOGNE;0240510Z;ECOLE PRIMAIRE;24330;PLAZAC;public;104.5
2018-2019;BORDEAUX;024;DORDOGNE;0240577X;ECOLE PRIMAIRE GOUR DE L ARCHE;24322;PERIGUEUX;public;60.5
2018-2019;BORDEAUX;024;DORDOGNE;0240594R;ECOLE PRIMAIRE LOUIS PERGAUD;24138;COULOUNIEIX CHAMIERS;public;101.6
2018-2019;BORDEAUX;024;DORDOGNE;0240596T;ECOLE PRIMAIRE HENRI JACQUEMENT;24256;MARSAC SUR L ISLE;public;96.3
2018-2019;BORDEAUX;024;DORDOGNE;0240606D;ECOLE PRIMAIRE MARCEL FOURNIER;24557;TRELISSAC;public;119.6
2018-2019;BORDEAUX;024;DORDOGNE;0240607E;ECOLE ELEMENTAIRE;24001;ABJAT SUR BANDIAT;public;105.5
2018-2019;BORDEAUX;024;DORDOGNE;0240610H;ECOLE PRIMAIRE;24070;BUSSEROLLES;public;99.7
2018-2019;BORDEAUX;024;DORDOGNE;0240644V;ECOLE PRIMAIRE;24139;COURSAC;public;111.6
2018-2019;BORDEAUX;024;DORDOGNE;0240648Z;ECOLE PRIMAIRE;24251;MANZAC SUR VERN;public;102.5
2018-2019;BORDEAUX;024;DORDOGNE;0240688T;ECOLE PRIMAIRE;24268;MEYRALS;public;92.6
2018-2019;BORDEAUX;024;DORDOGNE;0240707N;ECOLE PRIMAIRE;24336;PRATS DE CARLUX;public;104.0
2018-2019;BORDEAUX;024;DORDOGNE;0240708P;ECOLE PRIMAIRE;24392;SAINT CREPIN ET CARLUCET;public;103.3
2018-2019;BORDEAUX;024;DORDOGNE;0240709R;ECOLE PRIMAIRE;24412;SAINT GENIES;public;100.0
2018-2019;BORDEAUX;024;DORDOGNE;0240717Z;ECOLE PRIMAIRE;24040;BEYNAC ET CAZENAC;public;105.5
2018-2019;BORDEAUX;024;DORDOGNE;0240721D;ECOLE PRIMAIRE;24207;GROLEJAC;public;102.4
2018-2019;BORDEAUX;024;DORDOGNE;0240723F;ECOLE PRIMAIRE;24255;MARQUAY;public;94.9
2018-2019;BORDEAUX;024;DORDOGNE;0240727K;ECOLE PRIMAIRE;24366;SAINT ANDRE D ALLAS;public;106.8
2018-2019;BORDEAUX;024;DORDOGNE;0240732R;ECOLE PRIMAIRE FERDINAND BUISSON;24520;SARLAT LA CANEDA;public;96.8
2018-2019;BORDEAUX;024;DORDOGNE;0240736V;ECOLE PRIMAIRE;24520;SARLAT LA CANEDA;public;104.6
2018-2019;BORDEAUX;024;DORDOGNE;0240771H;ECOLE PRIMAIRE;24229;LE LARDIN SAINT LAZARE;public;91.1
2018-2019;BORDEAUX;024;DORDOGNE;0240783W;ECOLE PRIMAIRE DE BLIS ET BORN;24026;BASSILLAC ET AUBEROCHE;public;105.9
2018-2019;BORDEAUX;024;DORDOGNE;0240786Z;ECOLE PRIMAIRE;24156;LA DOUZE;public;100.4
2018-2019;BORDEAUX;024;DORDOGNE;0240793G;ECOLE PRIMAIRE;24484;SAINT PIERRE DE CHIGNAC;public;103.5
2018-2019;BORDEAUX;024;DORDOGNE;0240829W;ECOLE PRIMAIRE;24335;PORT SAINTE FOY ET PONCHAPT;public;88.6
2018-2019;BORDEAUX;024;DORDOGNE;0240852W;ECOLE PRIMAIRE;24077;CAMPSEGRET;public;106.9
2018-2019;BORDEAUX;024;DORDOGNE;0240906E;ECOLE PRIMAIRE;24120;CHERVEIX CUBAS;public;104.0
2018-2019;BORDEAUX;024;DORDOGNE;0240907F;ECOLE PRIMAIRE;24143;COUZE ET SAINT FRONT;public;97.3
2018-2019;BORDEAUX;024;DORDOGNE;0240915P;ECOLE PRIMAIRE;24436;SAINT LAURENT DES HOMMES;public;98.4
2018-2019;BORDEAUX;024;DORDOGNE;0240964T;ECOLE PRIMAIRE LES VAURES;24037;BERGERAC;public;93.6
2018-2019;BORDEAUX;024;DORDOGNE;0240969Y;ECOLE PRIMAIRE ROGER ROUDIER;24350;RAZAC SUR L ISLE;public;99.9
2018-2019;BORDEAUX;024;DORDOGNE;0241150V;GROUPE SCOLAIRE BERNARD FAUVAUD;24225;LAMONZIE SAINT MARTIN;public;92.1
2018-2019;BORDEAUX;024;DORDOGNE;0241276G;ECOLE PRIMAIRE JOLIOT CURIE BOULAZAC;24053;BOULAZAC ISLE MANOIRE;public;101.4
2018-2019;BORDEAUX;024;DORDOGNE;0241277H;ECOLE PRIMAIRE;24352;RIBERAC;public;93.6
2018-2019;BORDEAUX;024;DORDOGNE;0241278J;ECOLE PRIMAIRE;24329;LE PIZOU;public;85.8
2018-2019;BORDEAUX;024;DORDOGNE;0241284R;ECOLE PRIMAIRE DE L ALBA;24037;BERGERAC;public;92.1
2018-2019;BORDEAUX;024;DORDOGNE;0241287U;ECOLE PRIMAIRE;24164;EXCIDEUIL;public;94.2
2018-2019;BORDEAUX;024;DORDOGNE;0241288V;ECOLE PRIMAIRE CLOS CHASSAING;24322;PERIGUEUX;public;109.7
2018-2019;BORDEAUX;024;DORDOGNE;0241291Y;ECOLE PRIMAIRE LES MAURILLOUX;24557;TRELISSAC;public;101.8
2018-2019;BESANCON;025;DOUBS;0250111K;ECOLE ELEMENTAIRE;25018;ANTEUIL;public;95.5
2018-2019;BESANCON;025;DOUBS;0250126B;ECOLE ELEMENTAIRE;25026;ARC SOUS MONTENOT;public;102.8
2018-2019;BESANCON;025;DOUBS;0250146Y;ECOLE PRIMAIRE;25032;AUTECHAUX;public;106.2
2018-2019;BESANCON;025;DOUBS;0250154G;ECOLE PRIMAIRE;25039;AVOUDREY;public;95.0
2018-2019;BESANCON;025;DOUBS;0250165U;ECOLE ELEMENTAIRE LES TERREAUX;25047;BAUME LES DAMES;public;105.0
2018-2019;BESANCON;025;DOUBS;0250176F;ECOLE ELEMENTAIRE;25051;BELLEHERBE;public;97.2
2018-2019;BESANCON;025;DOUBS;0250182M;ECOLE PRIMAIRE JEAN BOICHARD;25056;BESANCON;public;113.5
2018-2019;BESANCON;025;DOUBS;0250335D;GROUPE SCOLAIRE THIERRY DAIGRE;25105;BYANS SUR DOUBS;public;110.0
2018-2019;BESANCON;025;DOUBS;0250354Z;ECOLE PRIMAIRE;25126;CHARNAY;public;108.4
2018-2019;BESANCON;025;DOUBS;0250419V;ECOLE PRIMAIRE;25195;DANNEMARIE SUR CRETE;public;124.2
2018-2019;BESANCON;025;DOUBS;0250429F;ECOLE ELEMENTAIRE;25201;DOMMARTIN;public;105.4
2018-2019;BESANCON;025;DOUBS;0250448B;ECOLE PRIMAIRE;25222;ETALANS;public;109.1
2018-2019;BESANCON;025;DOUBS;0250451E;ECOLE PRIMAIRE;25224;ETOUVANS;public;112.0
2018-2019;BESANCON;025;DOUBS;0250512W;ECOLE PRIMAIRE;25267;GENNES;public;130.4
2018-2019;BESANCON;025;DOUBS;0250541C;ECOLE ELEMENTAIRE;25287;GRANDFONTAINE;public;124.2
2018-2019;BESANCON;025;DOUBS;0250548K;ECOLE PRIMAIRE;25296;LES GRAS;public;101.3
2018-2019;BESANCON;025;DOUBS;0250553R;ECOLE ELEMENTAIRE;25299;GUILLON LES BAINS;public;95.7
2018-2019;BESANCON;025;DOUBS;0250569H;ECOLE PRIMAIRE;25309;HOUTAUD;public;104.1
2018-2019;BESANCON;025;DOUBS;0250602U;ECOLE PRIMAIRE;25328;LARNOD;public;136.9
2018-2019;BESANCON;025;DOUBS;0250650W;ECOLE PRIMAIRE;25368;MARCHAUX CHAUDEFONTAINE;public;104.8
